계획,이수구분(주전공),이수구분(다전공),공학인증,교과영역,과목번호,과목명,수강유의사항,강좌유형정보,분반,교수명,개설학과,시간/학점(설계),수강인원,여석,강의시간(강의실),과정,수강대상
,전선-국제무역,복선-국제무역/부선-국제무역,,,2150662301,글로벌경영의이해,2학년 우선신청,대면+녹화,,조승호,국제무역학과,3.0/3.0,0,55,토 12:00-13:15 (숭덕경상관 02201-조승호),학사과정,전체학년 국제무역 (대상외수강제한)
,전선-글로벌통상,복선-글로벌통상/부선-글로벌통상,,,2150372403,글로벌마케팅,3학년 우선신청,,,조승호,글로벌통상학과,3.0/3.0,0,40,수 목 13:30-14:45 (숭덕경상관 02201-조승호),학사과정,전체학년 글로벌통상;순수외국인입학생 (대상외수강제한)
,전선-글로벌통상,복선-글로벌통상/부선-글로벌통상,,,2150372404,글로벌마케팅,3학년 우선신청,,,김현진,글로벌통상학과,3.0/3.0,0,40,월 화 13:30-14:45 (숭덕경상관 02201-김현진),학사과정,전체학년 글로벌통상;순수외국인입학생 (대상외수강제한)
,,융필-스포츠마케팅융합,,,2150058101,글로벌스포츠비지니스론,4학년 스포츠마케팅융합,,,,스포츠학부,3.0/3.0,0,40,"금 12:00-13:15 (미래관 20307-)
금 13:30-14:45 (미래관 20307-)",학사과정,전체학년 스포츠 (대상외수강제한)
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",2150343001, 글로벌안보와러시아,,,,김지영,정치외교학과,3.0/3.0,0,50,"화 15:00-16:15 (벤처중소기업센터 10512-김지영)
화 16:30-17:45 (벤처중소기업센터 10512-김지영)",학사과정,전체
,전공_에너지정책기술융합,,,,5053165701,글로벌에너지이슈분석,,,,조성봉,에너지정책·기술융합학과,3.0/3.0,0,100,"월 09:00-09:50 (-조성봉)
월 10:00-10:50 (-조성봉)
월 11:00-11:50 (-조성봉)",석박과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['19]숭실품성-인성과리더십
['16-'18]숭실품성(인성-공동체인성교육)
['15이전]인성과리더쉽(핵심-창의)",2150069101,글로벌이슈와시민역량,,,,송영숙,교양교육운영팀,3.0/3.0,0,50,"화 16:30-17:45 (백마관 07317-송영숙)
화 18:00-19:15 (백마관 07317-송영숙)",학사과정,전체학년 전체
,전선-경영학부,복선-경영학부/부선-경영학부/융선-스포츠마케팅융합,,,2150364604,글로벌전략경영,,,,임주미,경영학부,3.0/3.0,0,40,"월 16:30-17:45 (숭덕경상관 02316-임주미)
월 18:00-19:15 (숭덕경상관 02316-임주미)",학사과정,전체학년 경영학부;순수외국인입학생 (대상외수강제한)
,전선_AI금융,,,,5055369901,금융AI,,,,장희수,금융IT학과,3.0/3.0,0,30,"수 19:00-19:45 (-장희수)
수 20:00-20:45 (-장희수)
수 21:00-21:45 (-장희수)",석사과정,전체
,교과목전체,,,,5042252901,금융빅데이터연구,,,,문성재,금융기술융합학과,3.0/3.0,0,100,"토 09:00-09:50 (-문성재)
토 10:00-10:50 (-문성재)
토 11:00-11:50 (-문성재)",석박과정,전체
,전선-경영학부,복선-경영학부/부선-경영학부,,,2150238403,금융시장론,,,,서영숙,경영학부,3.0/3.0,0,40,수 목 15:00-16:15 (숭덕경상관 02212-서영숙),학사과정,전체학년 경영학부;순수외국인입학생 (대상외수강제한)
,공기_전문경영,,,,5052350701,금융의이해,,,,팜휜이콴,전문경영학과,3.0/3.0,0,40,"토 16:20-17:05 (-팜휜이콴)
토 17:20-18:05 (-팜휜이콴)
토 18:25-19:10 (-팜휜이콴)",석사과정,전체
,전공_전자,,,,5036647601,기계학습과 인공지능,,,,조준희,전자공학과,3.0/3.0,0,100,"금 15:00-15:50 (-조준희)
금 16:00-16:50 (-조준희)
금 17:00-17:50 (-조준희)",석박과정,전체
,전공_친환경화학소재융합,,,,5055444301,기능성 염료 및 색소화학,,,,김종훈,친환경화학소재융합학과,3.0/3.0,0,100,"금 12:00-12:50 (-김종훈)
금 13:00-13:50 (-김종훈)
금 14:00-14:50 (-김종훈)",석박과정,전체
,교선,,,"기독교과목
[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['19]숭실품성-인성과리더십
['16-'18]숭실품성(인성-종교가치인성교육)
['15이전]인성과리더쉽(핵심-창의)",2150049701,기독교심리:마음을만나다,,,,김옥주,교양교육운영팀,2.0/2.0,0,50,"화 19:30-20:20 (백마관 07116-김옥주)
화 20:30-21:20 (백마관 07116-김옥주)",학사과정,전체학년 국제무역 (대상외수강제한)
,교선,,,"기독교과목
[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['19]숭실품성-인성과리더십
['16-'18]숭실품성(인성-종교가치인성교육)
['15이전]인성과리더쉽(핵심-창의)",2150049702,기독교심리:마음을만나다,,,,김옥주,교양교육운영팀,2.0/2.0,0,50,"수 17:00-17:50 (진리관 11517-김옥주)
수 18:00-18:50 (진리관 11517-김옥주)",학사과정,전체학년 전체
,교선,,,"기독교과목
[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]숭실품성-인성과리더십
['16-'18]숭실품성(인성-종교가치인성교육)
['15이전]인성과리더쉽(핵심-창의)",2150300401,기독교와타종교,,,,설충수,기독교학과,2.0/2.0,0,50,"화 15:00-15:50 (진리관 11303-설충수)
화 16:00-16:50 (진리관 11303-설충수)",학사과정,전체학년 (기독교 제외)
,전공_기독교통일지도자학,,,,5043708701,기독교통일지도자론1,,,,하충엽,기독교통일지도자학과,3.0/3.0,0,100,"토 13:00-13:50 (-하충엽)
토 14:00-14:50 (-하충엽)
토 15:00-15:50 (-하충엽)",석박과정,전체
,전공_기독교,,,,5027628101,기독론,,,,이용주,기독교학과,3.0/3.0,0,100,"목 10:00-10:50 (-이용주)
목 11:00-11:50 (-이용주)
목 12:00-12:50 (-이용주)",석박과정,전체
,전선_기독신학,,,,5048847801,기독론,,,,이용주,성서·신학과,3.0/3.0,0,100,월 18:30-20:45 (-이용주),석사과정,전체
,전선-벤처경영,,,,2150080501,기술경영과혁신전략,,,,,벤처경영학과(계약학과),3.0/3.0,0,40,,학사과정,전체
,전공_컴퓨터,,,,5044484601,기술과 창업,,,,이정진,컴퓨터학과,3.0/3.0,0,100,"목 15:00-15:50 (-이정진)
목 16:00-16:50 (-이정진)
목 17:00-17:50 (-이정진)",석박과정,전체
,교선,,,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]학문과진로탐색(실용-생활)",2150144101,기술창업AtoZ,,,,허공회,창업교육·지원팀,3.0/3.0,0,50,"수 15:00-16:15 (미래관 20202-허공회)
수 16:30-17:45 (미래관 20202-허공회)",학사과정,전체
,전선_기업승계학과,,,,5053184001,기업가정신과 창업경영,,,,연규철,기업승계학과,3.0/3.0,0,35,토 15:45-18:15 (-연규철),석사과정,전체
,공기_전문경영,,,,2160770901,기업과회계,,,,박경호,전문경영학과,3.0/3.0,0,40,"토 09:40-10:25 (-박경호)
토 10:40-11:25 (-박경호)
토 11:45-12:30 (-박경호)",석사과정,전체
,전공_전문경영,,,,5044001301,기업금융,,,,이준희,전문경영학과,3.0/3.0,0,40,"토 09:40-10:25 (-이준희)
토 10:40-11:25 (-이준희)
토 11:45-12:30 (-이준희)",석사과정,전체
,전공_재난안전관리학,,,,5032600001,기업리스크관리연구,,,,정용균,재난안전관리학과,3.0/3.0,0,100,토 09:00-11:30 (-정용균),석박과정,전체
,전선_기업승계학과,,,,5053185701,기업승계원론,,,,이명수,기업승계학과,3.0/3.0,0,35,토 13:00-15:30 (-이명수),석사과정,전체
,전공_회계세무,,,,5049412001,기업신용분석,,,,양기태,회계·세무학과,3.0/3.0,0,40,"토 16:20-17:05 (-양기태)
토 17:20-18:05 (-양기태)
토 18:25-19:10 (-양기태)",석사과정,전체
,전공_전문경영,,,,5055359001,기업의 경영과 혁신,,,,박선우,전문경영학과,3.0/3.0,0,40,"토 13:20-14:05 (-박선우)
토 14:20-15:05 (-박선우)
토 15:25-16:10 (-박선우)",석사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]정치와경제(융합-사회)",2150154101,기업의역사,,,,,벤처경영학과(계약학과),3.0/3.0,0,0,,학사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]생활과건강(실용-생활)",2150630201,기업의이해,,,,김종익,경영학부,3.0/3.0,0,50,"수 15:00-16:15 (교육관 06303-김종익)
수 16:30-17:45 (교육관 06303-김종익)",학사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]생활과건강(실용-생활)",2150630202,기업의이해,,,,장우철,경영학부,3.0/3.0,0,50,"수 15:00-16:15 (미래관 20401-장우철)
수 16:30-17:45 (미래관 20401-장우철)",학사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]생활과건강(실용-생활)",2150630203,기업의이해,,,,정문선,경영학부,3.0/3.0,0,50,"수 15:00-16:15 (진리관 11303-정문선)
수 16:30-17:45 (진리관 11303-정문선)",학사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]생활과건강(실용-생활)",2150630204,기업의이해,,,,황근호,경영학부,3.0/3.0,0,50,"목 16:30-17:45 (문화관 03314-황근호)
목 18:00-19:15 (문화관 03314-황근호)",학사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]생활과건강(실용-생활)",2150630205,기업의이해,,,,최훈주,경영학부,3.0/3.0,0,50,"화 16:30-17:45 (조만식기념관 12207 (박명복강의실)-최훈주)
화 18:00-19:15 (조만식기념관 12207 (박명복강의실)-최훈주)",학사과정,전체
,전공_벤처,,,,2160253901,기업인수합병 및 전략적제휴,,,,신상윤,벤처중소기업학과,3.0/3.0,0,100,"토 13:00-13:50 (-신상윤)
토 14:00-14:50 (-신상윤)
토 15:00-15:50 (-신상윤)",석박과정,전체
,전공_금융·부동산,,,,5055339701,기업재무관리 사례연구,,,,김종모,금융·부동산학과,3.0/3.0,0,40,"토 16:20-17:05 (-김종모)
토 17:20-18:05 (-김종모)
토 18:25-19:10 (-김종모)",석사과정,전체
,전기-AI융합/전선-AI소프트웨어/전선-소프트,복선-AI소프트/복선-AI융합/부선-AI소프트/부선-AI융합,,,2150162205,기초AI수학,,, (공통-재수강),박중석,AI소프트웨어학부,3.0/3.0,0,50,"화 13:30-14:45 (벤처중소기업센터 10311-박중석)
화 15:00-16:15 (벤처중소기업센터 10311-박중석)",학사과정,"전체학년 AI소프트웨어학부, 소프트웨어학부, AI융합학부"
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150553801,기초러시아어,,,,장혜진,교양교육운영팀,3.0/3.0,0,48,"화 15:00-16:15 (진리관 11402-장혜진)
화 16:30-17:45 (진리관 11402-장혜진)",학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150553802,기초러시아어,,,,장혜진,교양교육운영팀,3.0/3.0,0,50,"수 15:00-16:15 (안익태기념관 04405-장혜진)
수 16:30-17:45 (안익태기념관 04405-장혜진)",학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150553901,기초스페인어,,,,김선이,교양교육운영팀,3.0/3.0,0,50,"금 16:30-17:45 (미래관 20202-김선이)
금 18:00-19:15 (미래관 20202-김선이)",학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150553902,기초스페인어,,,,정선옥,교양교육운영팀,3.0/3.0,0,50,"수 15:00-16:15 (조만식기념관 12208-정선옥)
수 16:30-17:45 (조만식기념관 12208-정선옥)",학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150553903,기초스페인어,,,,정선옥,교양교육운영팀,3.0/3.0,0,50,"금 15:00-16:15 (진리관 11302-정선옥)
금 16:30-17:45 (진리관 11302-정선옥)",학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150519501,기초프랑스어,불문제외,,,김기일,불어불문학과,3.0/3.0,0,40,월 수 15:00-16:15 (미래관 20301-김기일),학사과정,전체(불문제외)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150519502,기초프랑스어,불문제외,,,김기일,불어불문학과,3.0/3.0,0,40,월 수 16:30-17:45 (미래관 20301-김기일),학사과정,전체(불문제외)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150519503,기초프랑스어,불문제외,,,이필은,불어불문학과,3.0/3.0,0,40,"수 16:30-17:45 (조만식기념관 12210-이필은)
금 15:00-16:15 (미래관 20301-이필은)",학사과정,전체(불문제외)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-고전어문)
['15이전]세계의언어(핵심-창의)",2150521901,기초한문,,,,최상근,국어국문학과,3.0/3.0,0,50,"목 15:00-16:15 (문화관 03208-최상근)
목 16:30-17:45 (문화관 03208-최상근)",학사과정,전체학년
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-고전어문)
['15이전]세계의언어(핵심-창의)",2150521902,기초한문,,,,최상근,국어국문학과,3.0/3.0,0,50,"화 15:00-16:15 (조만식기념관 12312-최상근)
화 16:30-17:45 (조만식기념관 12312-최상근)",학사과정,전체학년
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-고전어문)
['15이전]세계의언어(핵심-창의)",2150521903,기초한문,,,,양훈식,국어국문학과,3.0/3.0,0,50,"월 15:00-16:15 (조만식기념관 12312-양훈식)
월 16:30-17:45 (조만식기념관 12312-양훈식)",학사과정,전체학년
,전공_전문경영,,,,5055358401,기획 및 조정관리,,,,조동혁,전문경영학과,3.0/3.0,0,40,"토 13:20-14:05 (-조동혁)
토 14:20-15:05 (-조동혁)
토 15:25-16:10 (-조동혁)",석사과정,전체
,전선-혁신경영,,,,2150676601,기획및조정관리,,대면+녹화,,조동혁,혁신경영학과(계약학과),3.0/3.0,0,30,토 16:30-17:45 (숭덕경상관 02318-조동혁),학사과정,전체학년 혁신경영학과(계약학과) (대상외수강제한)
,전공_건축,,,,2160489601,내진공학,,,,최경규,건축학과,3.0/3.0,0,100,"목 13:00-13:50 (-최경규)
목 14:00-14:50 (-최경규)
목 15:00-15:50 (-최경규)",석박과정,전체
,교과목전체,,,,5053192401,네트워크보안,,영어,,최봉준,AI융합보안학과,3.0/3.0,0,100,"수 10:00-10:50 (-최봉준)
수 11:00-11:50 (-최봉준)
수 12:00-12:50 (-최봉준)",석박과정,전체
,전선_평생교육,,,,5049018401,노인교육현장이슈,,,,이윤진,평생교육·HRD전공,2.0/2.0,0,25,월 19:35-21:05 (조만식기념관 12530 (경제학과겸임교수강의실)-이윤진),석사과정,전체
,전선_노인복지전공,,,,5055223301,노인복지세미나,,,,김가원,노인복지전공,3.0/3.0,0,30,"목 19:00-20:30 (-김가원)
목 20:40-21:25 (-김가원)",석사과정,전체
,전선_노인복지전공,,,,5055223901,노인복지와 테크놀로지·AI,,,,심우정,노인복지전공,3.0/3.0,0,30,"목 19:00-20:30 (-심우정)
목 20:40-21:25 (-심우정)",석사과정,전체
,전선_노인복지전공,,,,5055223601,노인심리와 상담,,,,김원철,노인복지전공,3.0/3.0,0,30,"화 19:00-20:30 (-김원철)
화 20:40-21:25 (-김원철)",석사과정,전체
,전선-컴퓨터,복선-컴퓨터/융선-빅데이터컴퓨팅융합,,,2150322705,논리설계,,, (공통-재수강),신정환,컴퓨터학부,3.0/3.0,0,50,화 수 12:00-13:15 (벤처중소기업센터 10311-신정환),학사과정,전체학년 컴퓨터학부
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]기초역량(사고력-논리및비판적사고)
['15이전]역사와철학(융합-인문)",2150441601,논리학,,,,이양수,철학과,3.0/3.0,0,48,"목 15:00-16:15 (미래관 20308-이양수)
목 16:30-17:45 (미래관 20308-이양수)",학사과정,전체
,공통과목,,,,2160598401,논문연구 I,,,,박재표,정보과학대학원,3.0/3.0,0,30,"목 19:00-19:45 (-박재표)
목 20:00-20:45 (-박재표)
목 21:00-21:45 (-박재표)",석사과정,전체
,공통과목,,,,5047098101,논문연구II,,,,박재표,정보과학대학원,3.0/3.0,0,30,"금 19:00-19:45 (-박재표)
금 20:00-20:45 (-박재표)
금 21:00-21:45 (-박재표)",석사과정,전체
,전공_안전보건,,,,5051055801,논문연구Ⅰ,,,,김병직,안전·보건융합공학과,3.0/3.0,0,100,"토 16:00-16:50 (-김병직)
토 17:00-17:50 (-김병직)
토 18:00-18:50 (-김병직)",석박과정,전체
,전공_재난안전관리학,,,,5036523301,논문작성법,,,,한윤영,재난안전관리학과,3.0/3.0,0,100,토 15:40-18:10 (-한윤영),석박과정,전체
,교선,,,"숭실사이버대과목
[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",2150180901,놀이를통한행복찾기(숭실사이버대),"대면 기말고사 26.6.11.(목) 19:00-19:50(진리관 302, 303, 304, 307호) 본교생만 수강가능(국내대학 학점교류생 수강불가)",녹화,,,학사팀,3.0/3.0,0,180,,학사과정,전체
,전선_상담교육심리,,,,5037702601,놀이치료세미나,,,,,상담교육심리전공,2.0/2.0,0,25,화 21:10-22:40 (조만식기념관 12530 (경제학과겸임교수강의실)-),석사과정,전체
,전공_기독교,,,,5055409601,누가복음,,,,권연경,기독교학과,3.0/3.0,0,100,"월 09:00-09:50 (-권연경)
월 10:00-10:50 (-권연경)
월 11:00-11:50 (-권연경)",석박과정,전체
,전선_기독신학,,,,2160738501,누가복음-사도행전연구,,,,권연경,성서·신학과,3.0/3.0,0,100,월 12:30-14:45 (-권연경),석사과정,전체
,전선-스포츠,,,,2150021501,뉴스포츠1,3학년 스포츠,,,이영준,스포츠학부,3.0/2.0,0,60,"수 12:00-12:50 (전산관 19531(70인 강의실)-이영준)
수 13:00-13:50 (전산관 19531(70인 강의실)-이영준)
수 14:00-14:50 (전산관 19531(70인 강의실)-이영준)",학사과정,전체학년 스포츠 (대상외수강제한)
,전공_문화콘텐츠,,,,5055451801,느낌의 인공지능,,,,윤준성,메타버스·문화콘텐츠학과,3.0/3.0,0,100,"금 16:00-16:50 (-윤준성)
금 17:00-17:50 (-윤준성)
금 18:00-18:50 (-윤준성)",석박과정,전체
,전공_철학,,,,2160074202,니체연구,,,,박준상,철학과,3.0/3.0,0,100,"목 18:00-18:50 (-박준상)
목 19:00-19:50 (-박준상)
목 20:00-20:50 (-박준상)",석박과정,전체
,전선_사회복지실천,,,,5051036801,다문화와 사회복지,,,,홍성원,사회복지실천전공,3.0/3.0,0,30,"토 10:00-11:30 (-홍성원)
토 11:40-12:25 (-홍성원)",석사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-문화및문명)
['15이전]세계의문화와국제관계(핵심-창의)",2150094401,다문화이해와세계시민,,,,조은식,교양교육운영팀,3.0/3.0,0,48,"수 15:00-16:15 (조만식기념관 12204-조은식)
수 16:30-17:45 (조만식기념관 12204-조은식)",학사과정,전체학년 전체
,전공_화학,,,,2160313401,단백질정제론,,,,강원철,화학과,3.0/3.0,0,100,"화 09:00-09:50 (-강원철)
화 10:00-10:50 (-강원철)
화 11:00-11:50 (-강원철)",석박과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(자기개발과진로탐색)
['15이전]학문과진로탐색(실용-생활)",2150178801,대기업실무경험으로배우는실전창업인사이트,,,,양욱현,창업교육·지원팀,3.0/3.0,0,50,"월 15:00-16:15 (조만식기념관 12403-양욱현)
월 16:30-17:45 (조만식기념관 12403-양욱현)",학사과정,전체
,전공_기독교,,,,5051008401,대상관계이론,,,,신선임,기독교학과,3.0/3.0,0,100,"목 14:00-14:50 (-신선임)
목 15:00-15:50 (-신선임)
목 16:00-16:50 (-신선임)",석박과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-문학·예술
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-문학/어학/예술)
['15이전]문학과예술(융합-인문)",2150153201,대중가요와지역문화이해,,,,조은식,교양교육운영팀,3.0/3.0,0,48,"목 15:00-16:15 (조만식기념관 12201-조은식)
목 16:30-17:45 (조만식기념관 12201-조은식)",학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",5027588101,대학기초영어,,,,복은임,교양교육운영팀,3.0/2.0,0,24,화 목 13:30-14:45 (진리관 11110-복은임),학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",5027588102,대학기초영어,,,,복은임,교양교육운영팀,3.0/2.0,0,24,수 금 12:00-13:15 (진리관 11110-복은임),학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",5027588103,대학기초영어,,,,이선영,교양교육운영팀,3.0/2.0,0,24,화 목 15:00-16:15 (진리관 11111-이선영),학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",5027588104,대학기초영어,,,,이선영,교양교육운영팀,3.0/2.0,0,24,수 금 15:00-16:15 (진리관 11111-이선영),학사과정,전체학년 전체
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-과학)
['15이전]자연과학과수리(융합-자연)",2150869201,대학물리,,,,김남미,물리학과,3.0/3.0,0,50,"화 15:00-16:15 (백마관 07117-김남미)
화 16:30-17:45 (백마관 07117-김남미)",학사과정,전체학년 전체(물리학과 제외)
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]기초역량(사고력-수리적사고)
['15이전]자연과학과수리(융합-자연)",2150869101,대학수학,,,,송원희,수학과,3.0/3.0,0,50,"금 15:00-16:15 (진리관 11516-송원희)
금 16:30-17:45 (진리관 11516-송원희)",학사과정,"인문사회계열만 수강신청 가능(자연대,공대,IT대 수강불가)"
,전공_미디어,,,,5055463501,대학원 논문연구: 프라이버시 강화 기술,,,,안용대,미디어학과,3.0/3.0,0,100,"화 09:00-09:50 (-안용대)
화 10:00-10:50 (-안용대)
화 11:00-11:50 (-안용대)",석박과정,전체
,전공_문화콘텐츠,,,,5055453001,대학원논문연구:로봇지능,,,,김희원,메타버스·문화콘텐츠학과,3.0/3.0,0,100,"목 15:00-15:50 (-김희원)
목 16:00-16:50 (-김희원)
목 17:00-17:50 (-김희원)",석박과정,전체
,교필,,,,2150103801,대학한국어1,,,,김수은,교양교육운영팀,6.0/6.0,0,0,"월 목 09:00-10:15 (진리관 11114-김수은)
월 목 10:30-11:45 (진리관 11114-김수은)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150103802,대학한국어1,,,,최지영,교양교육운영팀,6.0/6.0,0,0,"월 목 09:00-10:15 (진리관 11115-최지영)
월 목 10:30-11:45 (진리관 11115-최지영)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150103803,대학한국어1,,,,이유경,교양교육운영팀,6.0/6.0,0,0,"월 목 09:00-10:15 (진리관 11116-이유경)
월 목 10:30-11:45 (진리관 11116-이유경)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150103804,대학한국어1,,,,이우연,교양교육운영팀,6.0/6.0,0,0,"월 목 09:00-10:15 (진리관 11213-이우연)
월 목 10:30-11:45 (진리관 11213-이우연)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150103805,대학한국어1,,,,김수진,교양교육운영팀,6.0/6.0,0,0,"월 목 09:00-10:15 (진리관 11211-김수진)
월 목 10:30-11:45 (진리관 11211-김수진)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150103806,대학한국어1,,,,신찬양,교양교육운영팀,6.0/6.0,0,0,"월 목 09:00-10:15 (진리관 11201-신찬양)
월 목 10:30-11:45 (진리관 11201-신찬양)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
